source,entities,translations
Did Bella marry Edward in the Twilight books?,"['Bella', 'Edward', 'Twilight']","['Bella', 'Edward', 'Crepúsculo']"
Did Rue win the Hunger Games?,"['Rue', 'Hunger Games']","['Ruta graveolens', 'Serie de Los juegos del hambre']"
Did The Road by Cormac McCarthy win a Pulitzer?,"['The Road', 'Cormac McCarthy', 'Pulitzer']","['La carretera (novela)', 'Cormac McCarthy', 'Pulitzer']"
Did Stephen King win the Bram Stoker Award more than once?,"['Stephen King', 'Bram Stoker Award']","['Stephen King', 'Premio Bram Stoker']"
Is 1984 a science fiction book?,[],[]
Did Sully Prudhomme win the first Nobel Prize in Literature?,"['Sully Prudhomme', 'Nobel Prize in Literature']","['Sully Prudhomme', 'Premio Nobel de Literatura']"
"Which country has a larger population, Brazil or Pakistan?","['Brazil', 'Pakistan']","['Brasil', 'Pakistán']"
"Which continent is bigger, Africa or Europe?","['Africa', 'Europe']","['África', 'Europa']"
Is the Caspian Sea larger than Lake Superior?,"['Caspian Sea', 'Lake Superior']","['Mar Caspio', 'Lago Superior']"
"Which country is larger in area, Brazil or Australia?","['Brazil', 'Australia']","['Brasil', 'Australia']"
"Which country has a larger population, India or Brazil?","['India', 'Brazil']","['India', 'Brasil']"
"Which U.S. city has a lesser population, New York City or Chicago?","['U', 'S', 'New York City', 'Chicago']","['U', 'S', 'Nueva York', 'Chicago']"
Is Mount Everest taller than Mont Blanc?,"['Mount Everest', 'Mont Blanc']","['Monte Everest', 'Mont Blanc']"
"Which country has a larger population, Russia or China?","['Russia', 'China']","['Rusia', 'República Popular China']"
Is Mount Everest taller than Mount Elbrus?,"['Mount Everest', 'Mount Elbrus']","['Monte Everest', 'Monte Elbrús']"
Which country is bigger: France or Albania?,"['France', 'Albania']","['Francia', 'Albania']"
Is the Yellow River longer than Yangtze?,"['Yellow River', 'Yangtze']","['Río Amarillo', 'Yangtsé']"
Which region in Brazil has the highest amount of forests: the North Region or the Northeast Region?,"['Brazil', 'North Region', 'Northeast Region']","['Brasil', 'North Region', 'Northeast Region']"
How many countries in Central Africa?,['Central Africa'],['África Central']
How many counties are in Pennsylvania?,['Pennsylvania'],['Pensilvania']
How many Great Lakes?,['Great Lakes'],['Grandes Lagos (América del Norte)']
How many major mountain ranges are there in the United States?,['United States'],['Estados Unidos']
How many states contain the 4 largest cities in the U.S. by area?,"['U', 'S.']","['U', 'S (desambiguación)']"
How many states does the Mississippi River run though or along the border of?,['Mississippi River'],['Río Misisipi']
How many countries in the United Kingdom?,['United Kingdom'],['Reino Unido']
How many federated states are located in the Southern Region of Brazil?,"['Southern Region', 'Brazil']","['Región Sur', 'Brasil']"
Where is the oldest body of water that is not an ocean?,[],[]
"Which of the 5 largest airports in the world, ranked by size, is not located in the United States?",['United States'],['Estados Unidos']
Which countries in South America do not border an ocean?,['South America'],['América del Sur']
"Which of the river systems that flow into the East China Sea do not have a length of less than 5,000 km?",['East China Sea'],['Mar de la China Oriental']
Which U.S. state does not have any natural lakes?,"['U', 'S']","['U', 'S']"
Which provinces in Canada do not have French as an official language?,"['Canada', 'French']","['Canadá', 'French']"
Which of the top 5 highest mountains on Earth are not part of the Mahalangur Himalaya range?,"['Earth', 'Mahalangur Himalaya']","['Tierra', 'Mahalangur Himalaya']"
Which three oceans do not border the United States?,['United States'],['Estados Unidos']
Which states border Mexico but not the Rio Grande?,"['Mexico', 'Rio Grande']","['México', 'Río Bravo']"
What is the name of the province in Canada where English is not the main language?,"['Canada', 'English']","['Canadá', 'English (desambiguación)']"
What is the largest metropolitan area in the world that does not border a body of water?,[],[]
Which state is the 2nd largest state by area and home to the Palo Duro Canyon?,['Palo Duro Canyon'],['Cañón de Palo Duro']
Which is the windiest city in the world and is located on an island?,[],[]
What state is the largest and has the most islands?,[],[]
Which country is based in Africa and has the most pyramids?,['Africa'],['África']
Which state is in the Pacific North West and has a city named Salem?,"['Pacific North West', 'Salem']","['Noroeste del Pacífico', 'Salem']"
What river flows through the United States and is the longest river in North America?,"['United States', 'North America']","['Estados Unidos', 'América del Norte']"
Which country in Africa has the largest population and changed its capital from Lagos to Abuja?,"['Africa', 'Lagos', 'Abuja']","['África', 'Lagos', 'Abuya']"
What is the capital of the Philippines that served as the seat of the Spanish colonial government?,"['Philippines', 'Spanish']","['Filipinas', 'Spanish']"
What is the longest river in the UK that also flows through Wales and England?,"['UK', 'Wales', 'England']","['Reino Unido', 'Gales', 'Inglaterra']"
What is the most densely populated country on Earth that also has just 0.78 square miles?,['Earth'],['Tierra']
In what year did the newest U.S. state join the Union?,"['U', 'S', 'Union']","['U', 'S', 'Union']"
Which lake has the largest surface area in the capital city of North Carolina?,['North Carolina'],['Carolina del Norte']
What is the estimated population of the smallest state (by land area) in the United States?,['United States'],['Estados Unidos']
What is the tallest point in the 3rd smallest country in Europe?,['Europe'],['Europa']
What is the capital city of the country where the Eiffel Tower is?,"['Eiffel', 'Tower']","['Eiffel', 'Torre']"
What is the highest mountain in the continent where the country Morocco is located?,['Morocco'],['Marruecos']
What is the capital of the largest country in Europe?,['Europe'],['Europa']
What is the population of the most populous country in South America?,['South America'],['América del Sur']
What is the tallest building in the capital city of Taiwan?,['Taiwan'],['República de China']
What is the population of the state where Mount St. Helens is located?,['Mount St. Helens'],['Monte Santa Helena']
What is the name of the country that boasts the world's most populated city?,[],[]
When was the last eruption of Mount St. Helens?,"['Mount', 'St. Helens']","['Mount (desambiguación)', 'Saint Helens']"
What is the third tallest mountain in Europe?,['Europe'],['Europa']
What is the second largest country in Europe?,['Europe'],['Europa']
What is the fifth largest country in the world?,[],[]
What is the third largest state in the United States?,['United States'],['Estados Unidos']
When was the first eruption of Mount Saint Helens?,"['Mount', 'Saint Helens']","['Mount (desambiguación)', 'Saint Helens']"
Which two countries share the second longest land border in the world?,[],[]
What is the third highest mountain summit in the U.S.?,"['U', 'S']","['U', 'S']"
What is the third largest country in the world by land mass?,[],[]
What is the third tallest mountain in the world?,[],[]
What is the smallest country in Europe by population?,['Europe'],['Europa']
What is the largest country in Europe by population?,['Europe'],['Europa']
What is the longest river in Canada?,['Canada'],['Canadá']
What is the largest city in Mexico by population?,['Mexico'],['México']
What is the largest city in Iceland by population?,['Iceland'],['Islandia']
What is the largest country by area?,[],[]
What is the tallest building in the U.S.?,"['U', 'S']","['U', 'S']"
What is the largest walking trail in the U.S.?,"['U', 'S']","['U', 'S']"
What is the largest city in the U.S. by population?,"['U', 'S.']","['U', 'S (desambiguación)']"
What is the largest city by population in the USA?,['USA'],['Estados Unidos']
Which state in the United States has the most lakes?,['United States'],['Estados Unidos']
What is the largest desert in Africa?,['Africa'],['África']
Is the Golden Gate Bridge located in San Francisco?,"['Golden Gate Bridge', 'San Francisco']","['Puente Golden Gate', 'San Francisco (California)']"
Is Mount Everest the highest mountain in the world?,['Mount Everest'],['Monte Everest']
Is Athens the capital of Greece?,"['Athens', 'Greece']","['Atenas', 'Grecia']"
Is Berlin the capital of Germany?,"['Berlin', 'Germany']","['Berlín', 'Alemania']"
Is Florida the flattest US state?,"['Florida', 'US']","['Florida', 'Estados Unidos']"
Is Budapest the capital of Hungary?,"['Budapest', 'Hungary']","['Budapest', 'Hungría']"
Are the Atlas Mountains in Greece?,"['Atlas Mountains', 'Greece']","['Cordillera del Atlas', 'Grecia']"
Are there active volcanoes in Japan?,['Japan'],['Japón']
Is Baltimore the capital of the USA?,"['Baltimore', 'USA']","['Baltimore', 'Estados Unidos']"
Is Seattle the capital of the USA?,"['Seattle', 'USA']","['Seattle', 'Estados Unidos']"
Is Portland the capital of the USA?,"['Portland', 'USA']","['Portland (desambiguación)', 'Estados Unidos']"
Is California the capital of the United States?,"['California', 'United States']","['California', 'Estados Unidos']"
Is Hawaii the smallest US state by size?,"['Hawaii', 'US']","['Hawái', 'Estados Unidos']"
Has Mitch McConnell served more terms as senator than Bernie Sanders?,"['Mitch McConnell', 'Bernie Sanders']","['Mitch McConnell', 'Bernie Sanders']"
"Which state has more electoral votes, Texas or New York?","['Texas', 'New York']","['Texas', 'Nueva York (desambiguación)']"
"Which state has more electoral votes, Virginia or West Virginia?","['Virginia', 'West Virginia']","['Virginia', 'Virginia Occidental']"
"What state has more representatives, New York or Wyoming?","['New York', 'Wyoming']","['Nueva York (desambiguación)', 'Wyoming']"
"Which state has more electoral votes, Oregon or Washington?","['Oregon', 'Washington']","['Oregón', 'Washington']"
How many Hindu representatives are there currently serving in Congress?,"['Hindu', 'Congress']","['Hindú', 'Congreso']"
How many black presidents has the USA had?,['USA'],['Estados Unidos']
How many Democrat governors has Pennsylvania had since the year 2000?,"['Democrat', 'Pennsylvania']","['Democrat', 'Pensilvania']"
Which New York governors have not been Democrat since 1995?,"['New York', 'Democrat']","['Nueva York (desambiguación)', 'Democrat']"
How many governors of Kansas have not been Republicans?,"['Kansas', 'Republicans']","['Kansas', 'Republicano']"
What presidents since 1980 have not been former TV stars?,[],[]
"Which presidential primary did Pete Buttigieg run in, but did not get the nomination?",['Pete Buttigieg'],['Pete Buttigieg']
Who served as First Lady from 2009 to 2017 and graduated Princeton University?,['Princeton University'],['Universidad de Princeton']
Who starred in a reality television show and was also president of the United States?,['United States'],['Estados Unidos']
Who was a former First Lady and ran for president in 2016?,[],[]
What congressman entered congress in 2011 and later switched to the Libertarian Party?,['Libertarian Party'],['Partido Libertario']
Who was the 43 president of the US and part owner of the Texas rangers?,"['US', 'Texas']","['Estados Unidos', 'Texas']"
Who was the 43rd president of the United States and former governor of Texas?,"['United States', 'Texas']","['Estados Unidos', 'Texas']"
Who was the 16th Chief of Staff of the Army and the 34th president of the United States?,"['Army', 'United States']","['Ejército de tierra', 'Estados Unidos']"
Who was a United States senator and had been a cast member on Saturday Night Live?,"['United States', 'Saturday Night Live']","['Estados Unidos', 'Saturday Night Live']"
Who was a member of the United States House of Representatives and previously co-starred on a television series from 1977-1986?,['United States House of Representatives'],['Cámara de Representantes de los Estados Unidos']
Who was queen of England and reigned in the 20th century?,['England'],['Inglaterra']
Who is one of the last 5 Pennsylvania governors and was born in New York?,"['Pennsylvania', 'New York']","['Pensilvania', 'Nueva York (desambiguación)']"
Who was a senator from Tennessee and ran in the 1956 Democratic Primaries?,"['Tennessee', 'Democratic Primaries']","['Tennessee', 'Democratic Primaries']"
"What party did the US president during the September 11, 2001 attacks belong to?","['US', '11']","['Estados Unidos', '11 (desambiguación)']"
Who is the first child of the 44th president of the United States?,['United States'],['Estados Unidos']
"From which state was the last sitting US senator to have served during the presidencies of John F. Kennedy, Lyndon B. Johnson, and Richard Nixon?","['US', 'John F. Kennedy', 'Lyndon B. Johnson', 'Richard Nixon']","['Estados Unidos', 'John F. Kennedy', 'Lyndon B. Johnson', 'Richard Nixon']"
Who was the wife of the 1st president of the United States?,['United States'],['Estados Unidos']
The first United States president to be born in the 20th century was a Lieutenant in which branch of the United States military?,"['United States', 'United States']","['Estados Unidos', 'Estados Unidos']"
When was Franklin D Roosevelt's first year in office as president of the United States?,"['Franklin D Roosevelt', 'United States']","['Franklin D. Roosevelt', 'Estados Unidos']"
Who was the 14th president of the Virgin Islands legislature?,['Virgin Islands'],['Islas Vírgenes']
Who was the 1st president of the United States who was in office at some point in the 21st century?,['United States'],['Estados Unidos']
Who was the fifth president of the United States?,['United States'],['Estados Unidos']
Who was the first woman to be a mayor?,[],[]
Who is the first female vice president of the United States?,['United States'],['Estados Unidos']
Who is the oldest president to be sworn into presidency for the USA?,['USA'],['Estados Unidos']
Who is oldest ever freshmen senator?,[],[]
Who was the shortest serving vice president in US history?,['US'],['Estados Unidos']
Which state has had the most US presidents?,['US'],['Estados Unidos']
Who is the youngest vice president?,[],[]
Who is the youngest vice president to be elected?,[],[]
Which president of the United States served the longest as president?,['United States'],['Estados Unidos']
Is Kamala Harris of Asian descent?,"['Kamala Harris', 'Asian']","['Kamala Harris', 'Asian']"
Was Nelson Mandela president of South Africa for five years?,"['Nelson Mandela', 'South Africa']","['Nelson Mandela', 'Sudáfrica']"
Is the United Kingdom a constitutional monarchy?,['United Kingdom'],['Reino Unido']
Is the term limit for president of the Philippines 6 years long?,['Philippines'],['Filipinas']
Is Mitch McConnell a United States senator?,"['Mitch McConnell', 'United States']","['Mitch McConnell', 'Estados Unidos']"
Has there ever been a United States president who wasn't born in the United States?,"['United States', 'United States']","['Estados Unidos', 'Estados Unidos']"
Are there communist parties that are politically active in the European Parliament?,['European Parliament'],['Parlamento Europeo']
Did Pokémon Red come out before Pokémon Green?,"['Pokémon Red', 'Pokémon Green']","['Pokémon rojo y Pokémon azul', 'Pokémon rojo y Pokémon azul']"
How many mainline Final Fantasy games released on the SNES in the USA?,"['Final Fantasy', 'SNES', 'USA']","['Final Fantasy (franquicia)', 'Super Nintendo', 'Estados Unidos']"
How many Mario games were never released in the US?,"['Mario', 'US']","['Mario (personaje)', 'Estados Unidos']"
"How many video games have more than 60,000,000 sales?",[],[]
What was the first Call of Duty game not be set in the World War II era?,"['Call of Duty', 'World War II']","['Call of Duty', 'Segunda Guerra Mundial']"
What Mario game does not feature Princess Peach?,"['Mario', 'Princess Peach']","['Mario (personaje)', 'Princesa Peach']"
Which Soul Calibur game features a fighter from a Polish fantasy book series?,"['Soul Cal', 'ib', 'ur', 'Polish']","['Soul Cal', 'IB', 'Ur', 'Polish']"
Which game in Assassin's Creed takes place in the time of the Golden Age of Piracy?,"[""Assassin's Creed"", 'Golden Age of Piracy']","[""Assassin's Creed"", 'Edad de oro de la piratería']"
"In what game, developed by Supergiant Games, do players take the role of Zagreus as he attempts to escape the Underworld?","['Supergiant Games', 'Zagreus', 'Underworld']","['Supergiant Games', 'Zagreo', 'Anexo:Inframundo']"
When was the final game in Kingdom Hearts' Xehanort Saga released?,"['Kingdom Hearts', 'Xehanort Saga']","['Kingdom Hearts (serie)', 'Xehanort Saga']"
Who is the adoptive brother of the main character of Assassin's Creed Valhalla?,"[""Assassin's Creed Valhalla""]","[""Assassin's Creed Valhalla""]"
What is the first video game ever made?,[],[]
What is the ninth installment in the Assassin's Creed series?,"[""Assassin's Creed""]","[""Assassin's Creed""]"
What is the tenth installment in the Assassin's Creed series?,"[""Assassin's Creed""]","[""Assassin's Creed""]"
What is the twelfth installment in the Assassin's Creed series?,"[""Assassin's Creed""]","[""Assassin's Creed""]"
What is the best-selling racing video game of all time?,[],[]
What was the most expensive video game to develop?,[],[]
Which video game has the biggest map?,[],[]
Did Mario first appear in Donkey Kong?,"['Mario', 'Donkey Kong']","['Mario (personaje)', 'Donkey Kong (serie)']"
Was Sonic's primary nemesis Dr. Ivo Robotnik originally known as Dr. Eggman in Japan?,"['Sonic', 'Dr. Ivo Robotnik', 'Dr. Eggman', 'Japan']","['Sonic', 'Doctor Eggman', 'Doctor Eggman', 'Japón']"
"Who lasted longer as the supreme leader of North Korea, Kim Il-sung or Kim Jong-il?","['North Korea', 'Kim Il', 'sung', 'Kim Jong', 'il']","['Corea del Norte', 'Kim Il', 'sung', 'Kim Jong', 'il']"
Did the 1948 Arab-Israeli War occur after the Vietnam War?,"['Arab-Israeli War', 'Vietnam War']","['Arab-Israeli War', 'Guerra de Vietnam']"
"Between Ulysses S Grant and Abe Lincoln, which one was president first?","['Ulysses S Grant', 'Abe Lincoln']","['Ulysses S. Grant', 'Abraham Lincoln']"
"Which World War had the most casualties, World War I or World War II?","['World War', 'World War I', 'World War II']","['Guerra mundial', 'Primera Guerra Mundial', 'Segunda Guerra Mundial']"
"Who discovered America first, Amerigo Vespucci or Christopher Columbus?","['America', 'Amerigo Vespucci', 'Christopher Columbus']","['Estados Unidos', 'Américo Vespucio', 'Cristóbal Colón']"
"What war lasted longer, the Korean War or the Gulf War?","['Korean War', 'Gulf War']","['Guerra de Corea', 'Guerra del Golfo']"
"Who served longer as prime minister of the UK, Margaret Thatcher or Tony Blair?","['UK', 'Margaret Thatcher', 'Tony Blair']","['Reino Unido', 'Margaret Thatcher', 'Tony Blair']"
"Who had a shorter reign, Henry III of England or Edward III of England?","['Henry III', 'England', 'Edward III', 'England']","['Enrique III', 'Inglaterra', 'Eduardo III de Inglaterra', 'Inglaterra']"
"Who served as Canadian prime minister for longer, Kim Campbell or William Mackenzie King?","['Canadian', 'Kim Campbell', 'William Mackenzie King']","['Canadienses', 'Kim Campbell', 'William Lyon Mackenzie King']"
Did more Americans die in World War II or the American Civil War?,"['Americans', 'World War II', 'American Civil War']","['Estadounidense', 'Segunda Guerra Mundial', 'Guerra de Secesión']"
Was the Panama Canal completed before Teddy Roosevelt died?,"['Panama Canal', 'Teddy Roosevelt']","['Canal de Panamá', 'Theodore Roosevelt']"
"Which lasted longer, the Vietnam War or World War II?","['Vietnam War', 'World War II']","['Guerra de Vietnam', 'Segunda Guerra Mundial']"
Was the Qing Dynasty founded after 1800?,['Qing Dynasty'],['Dinastía Qing']
"Which disease killed more people around the world, bubonic plague or smallpox?",[],[]
"Which country was founded first, Ethiopia or Nigeria?","['Ethiopia', 'Nigeria']","['Etiopía', 'Nigeria']"
"Which nation lost World War II, Germany or the United States?","['World War II', 'Germany', 'United States']","['Segunda Guerra Mundial', 'Alemania', 'Estados Unidos']"
"Which war lasted longer, the Vietnam War or the Korean War?","['Vietnam War', 'Korean War']","['Guerra de Vietnam', 'Guerra de Corea']"
"Which was larger, the Achaemenid Empire or the Mongol Empire?","['Achaemenid Empire', 'Mongol Empire']","['Imperio aqueménida', 'Imperio mongol']"
How many countries fought against the US in the Gulf War?,"['US', 'Gulf War']","['Estados Unidos', 'Guerra del Golfo']"
How many wives did King Solomon have?,['Solomon'],['Salomón']
How many wives did King Saul have?,['Saul'],['Saúl']
How many countries first formed the British Commonwealth of Nations in 1931?,"['British', 'Commonwealth of Nations']","['British', 'Mancomunidad de Naciones']"
How many United States presidents have been assassinated?,['United States'],['Estados Unidos']
How many reigning queens has England had?,['England'],['Inglaterra']
How many countries were part of the Warsaw Pact in 1955?,['Warsaw Pact'],['Pacto de Varsovia']
How many countries were originally in NATO?,['NATO'],['OTAN']
How many United States presidents did not have any biological children?,['United States'],['Estados Unidos']
How many colonies did Great Britain have in America?,"['Great Britain', 'America']","['Gran Bretaña', 'Estados Unidos']"
How many queens has England had?,['England'],['Inglaterra']
Which president of the United States never married?,['United States'],['Estados Unidos']
Who was the only daughter of Philip IV of France who did not die in infancy or childhood?,"['Philip', 'France']","['Philip', 'Francia']"
Which of King Solomon's wives was never known by another name?,['Solomon'],['Salomón']
"Which French leader tried to invade Russia in 1812, but did not succeed?","['French', 'Russia']","['French', 'Rusia']"
Which First Lady never lived in the White House because her husband died one month into his presidency?,['White House'],['Casa Blanca']
Which war did not end in a hundred years?,[],[]
Which country has not been a part of a war since 1814?,[],[]
Which Mongolian ruler invaded Japan twice and never conquered it?,"['Mongolian', 'Japan']","['Mongol', 'Japón']"
Which Serbian inventor never got married?,['Serbian'],['Serbio']
"During the Battle of the Little Bighorn, which fighting force did not win?",['Battle of the Little Bighorn'],['Batalla de Little Bighorn']
Which Confederate general did not survive after taking part in the Battle of Chancellorsville?,"['Confederate', 'Battle of Chancellor', 'sville']","['Confederate', 'Battle of Chancellor', 'sville']"
Which US aircraft carrier at the Battle of Midway did not survive the battle?,"['US', 'Battle of Midway']","['Estados Unidos', 'Batalla de Midway']"
Who was president of the United States and did not have a First Lady?,['United States'],['Estados Unidos']
Name the west European country with alpine villages and Mediterranean beaches that gifted the US with the Statue of Liberty?,"['European', 'Mediterranean', 'US', 'atue of Liberty']","['European', 'Mar Mediterráneo', 'Estados Unidos', 'atue of Liberty']"
Who was president of the United States and also born on the Fourth of July?,"['United States', 'Fourth of July']","['Estados Unidos', 'Día de la Independencia de los Estados Unidos']"
Who was a Pharaoh of the 18th Dynasty and had no successor?,"['Phara', '18th Dynasty']","['Fara (Acarnania)', 'Dinastía XVIII de Egipto']"
Which country was a member of the Axis Alliance and fought in the Pacific theater of World War II?,"['Axis Alliance', 'Pacific', 'World War II']","['Potencias del Eje', 'Océano Pacífico', 'Segunda Guerra Mundial']"
Which country contains the Nile Delta and was ruled by Khufu in 2589 ‒ 2566 BC?,"['Nile Delta', 'Khufu']","['Delta del Nilo', 'Keops']"
Who was the president of France who was born after 1970?,['France'],['Francia']
What country was an Allied Power in World War II and suffered the most casualties?,"['Allied Power', 'World War II']","['Allied Power', 'Segunda Guerra Mundial']"
Which four men are engraved on Mount Rushmore and were presidents of the United States?,"['Mount Rushmore', 'United States']","['Monte Rushmore', 'Estados Unidos']"
Who was the last king of the United Kingdom to also be king of Hanover?,"['United Kingdom', 'Hanover']","['Reino Unido', 'Hannover']"
Who was the first president of the United States and also attacked the Hessian military base on Christmas Day?,"['United States', 'Hessian', 'Christmas Day']","['Estados Unidos', 'Hessian', 'Navidad']"
Who ruled over France from 1804 to 1814 and won more battles than Alexander the Great during his reign?,"['France', 'Alexander the Great']","['Francia', 'Alejandro Magno']"
Who was the first president of the United States and a general in the Continental Army?,"['United States', 'Continental Army']","['Estados Unidos', 'Ejército Continental']"
What Japanese city had an atomic bomb dropped on it in World War II and also located on the island of Kyushu?,"['Japanese', 'World War II', 'Kyushu']","['Japonés', 'Segunda Guerra Mundial', 'Kyūshū']"
On what date did the president of the United States during the Civil War give his famous Gettysburg address?,"['United States', 'Civil War', 'Gettysburg']","['Estados Unidos', 'Civil War', 'Gettysburg']"
What was the original published language of John Calvin's first theological treatise?,['John Calvin'],['Juan Calvino']
When was the oldest parliament in world history established?,[],[]
How many stars were on the original flag of the country that declared independence from Great Britain in 1776?,['Great Britain'],['Gran Bretaña']
What was the year in which the lover of Marc Anthony and ruler of Egypt died?,"['Marc Anthony', 'Egypt']","['Marc Anthony', 'Egipto']"
Who was in charge of Great Britain during World War 2?,"['Great Britain', 'World War 2']","['Gran Bretaña', 'Segunda Guerra Mundial']"
Who was the spouse of the eldest child of King Louis XVI?,['Louis XVI'],['Luis XVI de Francia']
Who was the pilot of Lunar Module during the first Apollo Mission?,"['Lunar Module', 'Apollo Mission']","['Módulo Lunar de Apolo', 'Apollo Mission']"
Who was the leader of the country that invaded Russia in 1812?,['Russia'],['Rusia']
Who is the leader of the country that the United States broke free of in 1776?,['United States'],['Estados Unidos']
Who was the assassin of the man who was president of the United States in 1963?,['United States'],['Estados Unidos']
Who was president of the United States when Pearl Harbor was attacked?,"['United States', 'Pearl Harbor']","['Estados Unidos', 'Pearl Harbor']"
What was the first purpose built aircraft carrier for the United States Navy?,['United States Navy'],['Armada de los Estados Unidos']
What was the second state to secede from the Union in the U.S. Civil War?,"['Union', 'U', 'S. Civil War']","['Union', 'U', 'S. Civil War']"
Who was Alexander the Great's first wife?,['Alexander the Great'],['Alejandro Magno']
Which colony became the first state in the US?,['US'],['Estados Unidos']
Who was the last United States president to be assassinated while in office?,['United States'],['Estados Unidos']
Who was Ramessid dynasty of Egypt's third ruler?,"['Ramessid', 'Egypt']","['Imperio Nuevo de Egipto', 'Egipto']"
Who was the last kaiser of Germany?,['Germany'],['Alemania']
Who was the first African-American man elected to the United States Senate?,"['African', 'American', 'United States Senate']","['African', 'American', 'Senado de los Estados Unidos']"
Which was the last manned space mission to go to the moon?,[],[]
Who was the 14th president of the United States of America?,['United States of America'],['Estados Unidos']
Who was Germany's first president?,['Germany'],['Alemania']
Who was the first king of Egypt?,['Egypt'],['Egipto']
What is the third oldest continuously inhabited city in Southeast Asia?,['Southeast Asia'],['Sudeste Asiático']
What was the longest battle in World War 1?,['World War 1'],['Primera Guerra Mundial']
Which Roman emperor ruled the longest?,['Roman'],['Roman']
What was the longest battle in World War I?,['World War I'],['Primera Guerra Mundial']
What was the shortest battle in World War II?,['World War II'],['Segunda Guerra Mundial']
What is the tallest man-made monument in the United States?,['United States'],['Estados Unidos']
Who was king of France for the shortest amount of time?,['France'],['Francia']
Who was the longest reigning Roman emperor?,['Roman'],['Roman']
Who had the longest reigning monarchs of states that were internationally sovereign?,[],[]
What was the deadliest terrorist act on US soil?,['US'],['Estados Unidos']
Who was the longest serving prime minister of Canada?,['Canada'],['Canadá']
What battle lasted the longest in the Civil War?,['Civil War'],['Civil War']
Did the Cuban Missile Crisis begin in 1962?,['Cuban Missile Crisis'],['Crisis de los misiles de Cuba']
Did the US enter the Vietnam War in 1965?,"['US', 'Vietnam War']","['Estados Unidos', 'Guerra de Vietnam']"
Did the Treaty of Ghent end the War of 1812?,"['Treaty of', 'Ghent', 'War of 1812']","['Treaty of', 'Gante', 'Guerra anglo-estadounidense de 1812']"
Did the Federal army lose the Battle of Gettysburg?,"['Federal', 'Battle of', 'Gettysburg']","['Federal (desambiguación)', 'Battle of', 'Gettysburg']"
Did the Ottoman Empire end in 1800?,['Ottoman Empire'],['Imperio otomano']
"Did Alexander the Great kill over 20,000 people?","['Alexander', 'Great']","['Alexander', 'Great']"
Was Tiberius the first emperor of Rome?,"['Tiberius', 'Rome']","['Tiberio', 'Roma']"
Was Nero the fourth emperor of Rome?,"['Nero', 'Rome']","['Nerón', 'Roma']"
Was Abraham Lincoln elected president of the United States in 1860?,"['Abraham Lincoln', 'United States']","['Abraham Lincoln', 'Estados Unidos']"
Was George Washington the first president of the United States?,"['George Washington', 'United States']","['George Washington', 'Estados Unidos']"
Was Abraham Lincoln the 2nd president of the US?,"['Abraham Lincoln', 'US']","['Abraham Lincoln', 'Estados Unidos']"
Did the Renaissance affect the studies of ornithology following the early 1500s?,['Renaissance'],['Renacimiento']
Did Teddy Roosevelt serve 4 terms as the president of the United States?,"['Teddy Roosevelt', 'United States']","['Theodore Roosevelt', 'Estados Unidos']"
Was Nicholas II the last emperor of Russia?,"['Nicholas II', 'Russia']","['Nicolás II de Rusia', 'Rusia']"
Was Switzerland invaded by Hitler during World War II?,"['Switzerland', 'Hitler', 'World War II']","['Suiza', 'Adolf Hitler', 'Segunda Guerra Mundial']"
Was Augustus the first emperor of Rome?,"['Augustus', 'Rome']","['Augusto', 'Roma']"
Did the United States declare war on Japan following the Japanese attack on Pearl Harbor?,"['United States', 'Japan', 'Japanese', 'Pearl Harbor']","['Estados Unidos', 'Japón', 'Japonés', 'Pearl Harbor']"
"Which movie had a bigger budget, Lord of The Rings or Ghostbusters?","['Lord of The Rings', 'Ghostbusters']","['El Señor de los Anillos', 'Los cazafantasmas']"
How many movies does Captain America appear in?,['Captain America'],['Capitán América']
How many Pirates of the Caribbean films are there?,['Pirates of the Caribbean'],['Pirates of the Caribbean']
Which The Godfather movie was nominated for Best Picture but did not win?,"['The Godfather', 'Best Picture']","['El padrino (película)', 'Best Picture']"
Who is the only man to win the most Best Actor Oscars?,['Best Actor Oscar'],['Anexo:Óscar al mejor actor']
Which movie has the most sequels?,[],[]
How many Grammy Awards did Kanye West win in 2021?,"['Grammy Awards', 'Kanye West']","['Premios Grammy', 'Kanye West']"
How many Grammy Awards did Jay-Z win in 2021?,"['Grammy Awards', 'Jay-Z']","['Premios Grammy', 'Jay-Z']"
Who was the only member that was not Canadian in The Band rock band?,"['Canadian', 'The Band']","['Canadienses', 'The Band']"
What is Bruno Mars and Anderson Paak's first single as Silk Sonic?,"['Bruno Mars', 'Anderson Paak', 'Silk Sonic']","['Bruno Mars', 'Anderson Paak', 'Silk Sonic']"
Which artist released the most albums?,[],[]
Was 24K Magic Bruno Mars' first album?,"['24K Magic', 'Bruno Mars']","['24K Magic', 'Bruno Mars']"
What was the number of Formula One won by Michael Schumacher?,"['Formula One', 'Michael Schumacher']","['Fórmula 1', 'Michael Schumacher']"
How many Olympic medals does Evan Austin have that are not silver?,"['Olympic', 'Evan Austin']","['Olímpico', 'Evan Austin']"
Which NBA player befriended several rappers who are affiliated with the Bloods and currently plays for a New York basketball team?,"['NBA', 'Bloods', 'New', 'York']","['National Basketball Association', 'Bloods', 'New', 'York']"
